Account ID,Username,Platform,Follower Count,Posts Per Week,Engagement Rate,Ad Spend (USD),Conversion Rate,Campaign Reach
,bobbystrickland,,310816.0,4.0,0.0834,529.18,0.0483,34361.0
2562.0,vliu,Facebook,518180.0,6.0,0.0856,825.23,0.0163,21329.0
2563.0,muellerolivia,TikTok,901553.0,1.0,0.0834,604.48,0.011,27310.0
2564.0,hunterjesus,Twitter,731128.0,7.0,0.102,774.51,0.0397,16324.0
2565.0,xcruz,LinkedIn,537981.0,5.0,0.0986,394.17,0.0464,26592.0
2566.0,petersonkristie,LinkedIn,311168.0,6.0,0.0642,582.66,0.0178,19225.0
2567.0,crystalsharp,TikTok,302868.0,2.0,0.0856,879.58,0.0227,44467.0
2568.0,david22,TikTok,187863.0,2.0,0.0642,783.6,0.0478,3831.0
2569.0,tgraham,Twitter,919853.0,1.0,0.0986,973.62,0.0335,49555.0
2570.0,stephanie02,Instagram,934640.0,4.0,0.0856,383.19,0.0191,32280.0
2571.0,michaellopez,Instagram,312038.0,,0.0856,573.41,0.0175,18426.0
2572.0,jennifer53,TikTok,508578.0,2.0,0.0834,915.43,0.0113,34223.0
2573.0,williamcoffey,Facebook,428577.0,6.0,0.102,184.93,0.0163,
2574.0,uzhang,LinkedIn,459803.0,2.0,0.0856,787.99,0.0486,45020.0
2575.0,oprice,TikTok,609395.0,4.0,0.0986,454.63,0.0323,42477.0
2576.0,williamwyatt,TikTok,998623.0,6.0,0.0856,477.98,0.025,43299.0
2577.0,hughesjohn,LinkedIn,705956.0,3.0,0.102,683.43,0.0215,23351.0
2578.0,mackenziedaniels,LinkedIn,198468.0,5.0,0.0986,224.07,,28402.0
2579.0,qperkins,Facebook,219361.0,1.0,0.0642,389.68,0.0214,32975.0
2580.0,amanda19,Facebook,912779.0,1.0,0.0986,429.01,0.0247,17703.0
2581.0,woodjodi,LinkedIn,631851.0,3.0,0.0856,55.4,0.0373,6679.0
2582.0,jennifersanchez,Instagram,83004.0,3.0,0.0834,494.5,0.0273,17725.0
2583.0,sophia02,Facebook,493996.0,2.0,0.0986,539.58,0.0153,39652.0
2584.0,john82,Facebook,667971.0,3.0,0.102,682.58,0.0112,38424.0
,peter15,TikTok,725048.0,1.0,0.0986,667.05,0.0154,17018.0
2586.0,adam31,Instagram,10140.0,5.0,0.0986,422.04,0.0198,24247.0
2587.0,taylornathan,Facebook,953331.0,4.0,0.0856,,0.0212,24302.0
2588.0,jbrown,Instagram,569361.0,5.0,0.0986,943.64,0.0202,34888.0
2589.0,sharondillon,Facebook,190460.0,2.0,0.0834,630.97,0.0309,2874.0
2590.0,scott25,LinkedIn,521292.0,6.0,0.0856,817.09,0.0358,8801.0
2591.0,riverakevin,LinkedIn,855236.0,1.0,0.0642,769.94,0.0424,
2592.0,gutierreznicholas,Instagram,313504.0,6.0,0.0986,376.23,0.0237,8701.0
2593.0,gsanchez,Facebook,725520.0,1.0,0.0834,633.93,0.0398,7939.0
2594.0,andrew24,Twitter,494118.0,5.0,0.0986,317.82,0.0413,7700.0
2595.0,gmeyer,Instagram,407581.0,7.0,0.0834,,0.0283,38756.0
2596.0,deandawn,Facebook,904788.0,5.0,0.0834,905.83,0.0115,33360.0
,snyderryan,,712652.0,,0.0856,721.69,,
2598.0,david74,Twitter,787932.0,6.0,0.102,576.61,0.0315,15938.0
2599.0,rhicks,Instagram,961339.0,4.0,0.0856,742.16,0.04,48262.0
2600.0,melendezpamela,Facebook,396306.0,,0.0642,625.62,0.0404,26897.0
2601.0,gclark,LinkedIn,910245.0,,0.102,,0.0217,23144.0
2602.0,marissa77,Facebook,791597.0,7.0,0.0834,105.12,0.0244,1734.0
2603.0,asimon,LinkedIn,957043.0,1.0,0.0856,640.55,0.0222,41479.0
2604.0,michaelgonzales,LinkedIn,368369.0,2.0,0.102,308.89,0.04,8082.0
2605.0,gregory84,LinkedIn,944798.0,7.0,0.102,214.78,0.0273,9636.0
2606.0,blake06,Facebook,,5.0,0.0856,264.42,0.0342,19480.0
2607.0,,LinkedIn,169129.0,1.0,0.0856,282.33,0.0494,44658.0
2608.0,cody18,TikTok,584591.0,2.0,0.0856,778.33,0.0142,48755.0
,coxbrenda,Instagram,678755.0,7.0,0.0986,611.1,0.0366,16682.0
2610.0,smcguire,LinkedIn,287525.0,2.0,0.0856,693.78,0.0335,49951.0
2611.0,kfowler,LinkedIn,732982.0,3.0,0.0856,630.77,0.0191,36895.0
2612.0,dnguyen,Instagram,367832.0,1.0,0.102,156.13,0.0321,23442.0
2613.0,tinajones,TikTok,256671.0,5.0,0.0834,946.08,0.046,33852.0
2614.0,matthew40,TikTok,27352.0,6.0,0.0856,200.82,0.0391,45943.0
2615.0,johnsonroberto,Facebook,463063.0,5.0,0.0834,952.5,0.0221,39738.0
2616.0,tracistephens,Facebook,837402.0,5.0,0.0642,224.95,0.0324,
2617.0,friley,LinkedIn,152688.0,5.0,0.0856,816.11,0.0208,11488.0
2618.0,brittney04,Facebook,134717.0,1.0,0.0834,644.12,0.0142,25218.0
2619.0,petersonjerry,,250828.0,7.0,0.102,423.76,0.0287,2516.0
2620.0,westjustin,Instagram,267896.0,2.0,0.0856,225.29,0.0392,36782.0
2621.0,silvaphillip,TikTok,571941.0,1.0,0.102,496.72,0.0174,
2622.0,peter15,Twitter,53906.0,4.0,0.102,968.85,0.0309,27537.0
2623.0,racheldodson,Twitter,724390.0,3.0,0.0834,913.39,0.0341,13413.0
2624.0,alexandermckenzie,Facebook,,5.0,0.102,291.47,0.0437,1702.0
2625.0,twagner,Twitter,151314.0,5.0,0.0834,423.83,0.0325,20807.0
2626.0,monroedavid,Facebook,732956.0,2.0,0.102,195.91,0.0301,48070.0
2627.0,vvega,Facebook,290949.0,4.0,0.0642,890.31,0.0196,27474.0
2628.0,ugrant,Twitter,106605.0,1.0,0.102,926.81,0.042,15343.0
2629.0,alisonrobertson,Facebook,720994.0,4.0,0.102,503.42,0.0334,46224.0
2630.0,tprice,TikTok,9961.0,5.0,0.102,651.68,,32004.0
2631.0,christineclark,Facebook,556958.0,7.0,0.0642,405.98,0.0342,47698.0
2632.0,rachelgutierrez,Instagram,532000.0,5.0,0.0642,995.79,0.0246,
2633.0,ejones,Instagram,320524.0,3.0,0.102,849.11,0.0395,14421.0
2634.0,vanessa81,Twitter,935112.0,1.0,0.102,587.97,,25797.0
2635.0,caitlin54,Twitter,697751.0,1.0,0.0834,690.0,0.032,8388.0
2636.0,christopherbarnes,Twitter,,1.0,0.102,159.96,0.0117,30983.0
2637.0,donaldthompson,TikTok,495212.0,6.0,0.102,649.02,0.0168,16863.0
2638.0,,Instagram,41280.0,3.0,0.0642,682.58,0.0268,16845.0
2639.0,,LinkedIn,595143.0,3.0,0.0856,694.28,0.0427,17725.0
2640.0,rjohnston,Twitter,48371.0,1.0,0.0834,637.73,0.0182,48389.0
2641.0,kevin83,TikTok,35579.0,5.0,0.0856,899.04,0.0186,44502.0
2642.0,clarkdavid,LinkedIn,45404.0,5.0,0.0856,,0.0227,19389.0
2643.0,robertharrington,Twitter,85920.0,6.0,0.0856,95.36,0.0163,11838.0
2644.0,novakjennifer,Facebook,375096.0,6.0,0.0856,617.25,0.04,33444.0
2645.0,,Twitter,287018.0,1.0,0.102,344.14,0.0144,5619.0
2646.0,lisa32,Instagram,82752.0,5.0,0.0986,899.04,0.0364,39515.0
2647.0,katiewolfe,TikTok,951232.0,7.0,0.0834,175.75,0.0133,30399.0
2648.0,irice,Facebook,428920.0,,0.0986,614.04,0.02,43800.0
2649.0,lrodgers,Twitter,658615.0,7.0,0.0986,868.53,0.0469,22524.0
2650.0,jefferygarcia,Facebook,302805.0,6.0,,222.46,0.0118,1606.0
2651.0,cooperpaul,LinkedIn,834419.0,4.0,0.102,577.15,0.0127,18060.0
2652.0,molly66,LinkedIn,10915.0,5.0,0.0642,827.47,0.0436,14189.0
2653.0,ghouse,Instagram,787556.0,2.0,0.0642,135.84,0.0158,20455.0
2654.0,michael55,Instagram,79236.0,3.0,0.0834,449.39,0.0452,8482.0
2655.0,dgarza,Facebook,194429.0,2.0,0.0986,878.68,0.0337,18071.0
2656.0,andradewesley,TikTok,665150.0,6.0,0.0856,643.4,0.0321,2018.0
2657.0,morganmelanie,TikTok,681913.0,5.0,0.0856,789.39,0.0447,35857.0
2658.0,vgriffith,TikTok,496136.0,5.0,0.102,748.28,0.0372,42788.0
2659.0,nicolegalloway,TikTok,247189.0,6.0,0.0642,691.48,0.019,16711.0
2660.0,emily77,Facebook,525813.0,6.0,0.0856,826.28,0.0113,21058.0
2661.0,,,355773.0,3.0,0.0856,827.71,0.0118,18181.0
2662.0,nwalsh,Facebook,218909.0,6.0,0.0834,643.57,0.0418,19493.0
2663.0,andrew24,Twitter,290871.0,5.0,0.102,798.55,0.0397,16437.0
2664.0,gonzalezjulie,TikTok,142304.0,5.0,0.0642,616.12,0.0481,43825.0
2665.0,christianmiller,,333158.0,5.0,0.0986,,0.0364,36780.0
2666.0,johnnyphillips,Instagram,463485.0,5.0,0.102,411.29,0.013,25014.0
2667.0,mariewilliams,Twitter,508666.0,3.0,,259.06,0.0424,17874.0
2668.0,cynthiagraham,Facebook,265128.0,1.0,0.0834,847.14,0.0108,18002.0
,sullivanalexis,TikTok,960615.0,7.0,0.0834,497.17,0.0389,
2670.0,katherine30,Twitter,224297.0,1.0,0.0834,198.72,0.0341,16017.0
2671.0,andersonjuan,Facebook,501043.0,4.0,0.0986,735.9,0.046,24408.0
2672.0,rachelgutierrez,Instagram,,1.0,0.0834,727.33,0.011,9878.0
2673.0,jeffreymcneil,LinkedIn,55790.0,1.0,0.0856,413.32,0.0274,16181.0
2674.0,courtneysanchez,Facebook,848839.0,5.0,0.0834,387.96,0.0379,47708.0
2675.0,danny18,Facebook,,4.0,0.0856,951.47,0.0439,23493.0
2676.0,angelsmith,TikTok,567278.0,3.0,0.0986,936.37,,7980.0
2677.0,beth19,Facebook,489361.0,2.0,0.0642,274.72,0.0451,43870.0
2678.0,erinowens,Instagram,576158.0,7.0,0.0834,98.2,0.0202,37242.0
2679.0,brenda85,LinkedIn,601849.0,7.0,0.0834,,0.0274,
2680.0,thompsonlisa,Instagram,476314.0,2.0,0.0642,492.15,0.0179,
2681.0,tylermartin,Facebook,185131.0,5.0,0.0856,390.34,0.0426,11942.0
2682.0,robinsonmark,Facebook,795423.0,4.0,0.0856,553.49,0.0314,40647.0
,jay23,Twitter,684110.0,1.0,0.0856,766.12,0.0395,45821.0
2684.0,rcaldwell,TikTok,476320.0,4.0,0.0856,283.03,0.0283,26019.0
2685.0,sparksshane,Facebook,713112.0,1.0,0.0856,519.52,0.0304,4336.0
,lrodgers,Twitter,869980.0,3.0,0.0986,402.13,0.0308,6825.0
2687.0,melissa93,LinkedIn,606816.0,2.0,0.0834,339.15,0.0127,
2688.0,sparker,LinkedIn,320574.0,1.0,0.0834,573.91,0.0174,38154.0
2689.0,katherinechristian,LinkedIn,670124.0,5.0,0.0856,423.76,0.0155,30673.0
2690.0,,,950370.0,4.0,0.0642,120.74,0.0193,
2691.0,mccoykaren,TikTok,144502.0,4.0,0.0986,714.36,0.0127,2554.0
2692.0,russellcynthia,LinkedIn,335057.0,7.0,0.0642,269.7,0.026,28662.0
2693.0,brandon78,Instagram,634950.0,5.0,0.0642,278.81,0.0478,14097.0
2694.0,laceyvillarreal,TikTok,624141.0,3.0,0.0642,323.9,0.0391,49485.0
2695.0,gutierreznicholas,Twitter,851739.0,1.0,,336.2,0.0415,21955.0
2696.0,evanscarrie,Facebook,425519.0,3.0,0.102,681.75,0.0483,18633.0
2697.0,conradlaura,Instagram,899983.0,2.0,0.0642,951.47,0.0409,5965.0
,jameskennedy,TikTok,166966.0,3.0,0.0642,882.09,0.0483,10874.0
2699.0,michelleriggs,TikTok,644422.0,4.0,0.0856,62.71,0.0143,37577.0
2700.0,yrodriguez,LinkedIn,,1.0,,141.99,0.044,26009.0
2701.0,ctorres,TikTok,229789.0,5.0,0.0986,968.85,0.0293,12834.0
2702.0,kimryan,Instagram,224852.0,4.0,0.0834,682.99,0.0427,21189.0
2703.0,stuartsmith,TikTok,989958.0,2.0,0.102,616.12,0.044,13346.0
2704.0,wmaxwell,Facebook,98456.0,1.0,0.0986,142.77,0.0178,22081.0
2705.0,ibrock,LinkedIn,,3.0,0.0642,55.4,0.043,44603.0
2706.0,michael99,LinkedIn,767645.0,1.0,0.0856,876.46,0.0118,49328.0
2707.0,deannathompson,LinkedIn,572981.0,3.0,0.0642,915.05,0.0419,4716.0
2708.0,taraflores,Twitter,896490.0,4.0,,,0.0189,27325.0
2709.0,kaitlyn63,Facebook,657697.0,2.0,0.0856,187.13,0.0276,28033.0
2710.0,matthew17,Twitter,42798.0,7.0,0.0856,,0.0213,
2711.0,harrismichael,LinkedIn,,5.0,0.102,379.97,0.0373,44607.0
2712.0,barbarabranch,LinkedIn,152474.0,5.0,0.0986,441.13,0.015,28462.0
2713.0,victoria86,Facebook,220784.0,4.0,0.102,267.84,0.0172,44547.0
2714.0,timothy62,LinkedIn,886493.0,7.0,0.0986,888.27,0.0191,25598.0
2715.0,joandyer,Instagram,6685.0,3.0,0.0834,521.96,0.0286,8208.0
2716.0,rgarrison,Instagram,364208.0,7.0,0.0642,913.39,0.0411,24432.0
2717.0,mariah21,LinkedIn,200217.0,1.0,0.0986,333.93,0.0348,44666.0
2718.0,angelsmith,Facebook,41862.0,1.0,0.0986,431.19,,38077.0
2719.0,dhouse,Instagram,114654.0,4.0,0.0642,81.51,0.0301,41258.0
2720.0,byrdsamantha,Twitter,704682.0,3.0,0.102,878.37,0.0226,36358.0
2721.0,claudiaferrell,Twitter,640977.0,2.0,0.0834,170.04,0.0478,48836.0
2722.0,josephjordan,,574048.0,1.0,0.0642,345.58,0.0477,12174.0
2723.0,simoncarolyn,TikTok,343250.0,6.0,0.0834,864.15,0.0144,7237.0
2724.0,edward01,Twitter,75580.0,1.0,0.0986,,0.0137,13084.0
2725.0,jilliannielsen,Twitter,218052.0,,0.0986,,0.044,22564.0
2726.0,jefferygarcia,LinkedIn,236404.0,1.0,0.0856,270.38,0.0298,14697.0
2727.0,rodgerszachary,Facebook,793020.0,4.0,0.0642,208.07,0.0262,16124.0
2728.0,jacksonsuzanne,Instagram,119132.0,3.0,,,0.0192,34634.0
,williamskyle,TikTok,547735.0,,0.0834,313.66,0.0215,28447.0
2730.0,ihernandez,Instagram,6240.0,5.0,0.0986,322.9,0.0309,9160.0
,christine40,LinkedIn,423028.0,1.0,0.102,395.62,0.0114,5362.0
2732.0,gabriellashort,Instagram,508681.0,7.0,0.0642,440.37,0.0418,
2733.0,anthonyrobinson,,478661.0,5.0,0.0642,689.23,0.0174,26123.0
2734.0,palmerjeffrey,Twitter,567718.0,7.0,0.0642,771.95,0.0175,21006.0
2735.0,kristinwilson,LinkedIn,6807.0,6.0,0.0856,825.23,0.0273,46634.0
2736.0,ptorres,Twitter,211474.0,6.0,0.0642,538.1,0.011,29537.0
2737.0,emily36,Twitter,,7.0,0.0986,636.6,0.0193,14065.0
2738.0,ugrant,Facebook,206423.0,4.0,0.0642,53.9,0.0138,44904.0
2739.0,lancerios,Twitter,856483.0,3.0,0.102,194.55,0.0208,10271.0
2740.0,cameron78,Facebook,960153.0,5.0,0.0642,546.44,0.0304,45179.0
,morrisonheidi,Facebook,141135.0,6.0,0.0856,82.89,0.012,38766.0
2742.0,erikthomas,LinkedIn,818780.0,4.0,0.0856,297.39,0.0372,33686.0
2743.0,owensnatalie,,307038.0,7.0,0.0856,771.95,0.0391,42754.0
2744.0,martinerica,Instagram,751338.0,7.0,0.0834,646.61,0.0187,7419.0
2745.0,,Facebook,199029.0,4.0,0.0856,390.54,0.0482,29518.0
,qreyes,Instagram,718990.0,3.0,0.0986,131.64,0.0178,7106.0
2747.0,steven51,LinkedIn,676109.0,4.0,0.0986,893.81,0.0325,32872.0
2748.0,lisa30,Facebook,937897.0,3.0,0.102,459.55,0.0174,49528.0
2749.0,johnhawkins,Instagram,91516.0,1.0,0.0986,687.61,0.0364,28786.0
2750.0,lisa32,TikTok,676034.0,5.0,0.102,153.92,0.0128,42224.0
2751.0,aflores,TikTok,355764.0,6.0,0.102,479.24,0.0162,10586.0
2752.0,olopez,Instagram,334567.0,7.0,,,0.0445,35304.0
2753.0,jamie67,Instagram,832048.0,6.0,0.0642,396.53,0.0352,19715.0
2754.0,anthonyrobinson,Instagram,482481.0,2.0,0.0986,580.89,0.0437,44134.0
2755.0,robinparsons,Instagram,620033.0,1.0,0.0642,276.5,0.0385,2298.0
2756.0,,Facebook,330166.0,6.0,0.0856,804.4,0.0324,8476.0
2757.0,dgarza,TikTok,804461.0,2.0,0.0856,245.68,0.0361,37946.0
2758.0,alicechavez,LinkedIn,947562.0,4.0,0.0642,450.94,0.0142,15720.0
2759.0,nicole57,Instagram,317654.0,6.0,0.0986,951.11,0.0127,
2760.0,stonecharles,Instagram,362762.0,4.0,0.102,262.51,0.0274,19019.0
,garciaaudrey,LinkedIn,17687.0,2.0,0.0856,195.91,0.0444,4446.0
,dmiller,TikTok,251122.0,7.0,0.0986,85.1,0.0237,
2763.0,jilliannielsen,Instagram,18794.0,6.0,0.0856,279.32,0.0123,12748.0
2764.0,eryan,TikTok,995759.0,5.0,0.0642,154.35,0.019,1604.0
2765.0,gonzaleznicholas,Instagram,178377.0,6.0,0.0986,637.48,0.0239,41616.0
,cboyd,,802193.0,4.0,0.102,802.17,0.0437,36508.0
2767.0,smallsteven,LinkedIn,504728.0,2.0,0.0986,323.9,0.041,9873.0
2768.0,smack,Instagram,641509.0,1.0,0.102,808.94,0.0417,38470.0
2769.0,nhoffman,Twitter,75320.0,6.0,0.0856,139.18,0.016,47668.0
2770.0,russellcynthia,LinkedIn,982027.0,,0.0642,651.18,0.0128,8038.0
2771.0,sharondillon,Instagram,782012.0,,0.0986,533.08,0.0412,15510.0
2772.0,tiffanystevens,LinkedIn,341387.0,2.0,0.0986,692.68,0.038,13709.0
2773.0,anthonyanderson,LinkedIn,954064.0,4.0,0.0834,317.31,0.0413,45504.0
2774.0,dennismichael,Instagram,908988.0,7.0,0.0986,423.83,0.0112,20570.0
2775.0,ronnieperry,Facebook,778819.0,1.0,0.0986,548.59,0.0166,32904.0
,michaelpatrick,LinkedIn,69559.0,7.0,0.0986,959.49,0.0288,22444.0
2777.0,nrodriguez,Twitter,408483.0,4.0,0.0856,800.44,0.0293,42875.0
2778.0,matthew96,LinkedIn,47601.0,6.0,,376.93,0.0193,49177.0
2779.0,dnguyen,Twitter,729095.0,5.0,0.0986,125.06,0.0328,12957.0
2780.0,davismichael,Instagram,64920.0,7.0,0.0834,,0.0122,4822.0
2781.0,angela07,LinkedIn,990850.0,,0.0986,867.62,0.015,34425.0
2782.0,,Facebook,734714.0,,0.0856,560.62,0.049,20593.0
2783.0,hayespamela,Instagram,464625.0,6.0,0.0856,877.89,0.0465,5633.0
2784.0,pjones,Twitter,524363.0,6.0,0.102,804.4,0.0353,46699.0
2785.0,revans,Twitter,101461.0,1.0,0.102,648.02,0.0387,25974.0
2786.0,vvega,TikTok,836747.0,,0.0986,961.97,0.0439,11837.0
2787.0,lisaallen,Facebook,918129.0,5.0,0.0856,457.25,0.0419,37052.0
2788.0,brian17,Twitter,174000.0,4.0,0.0856,222.46,0.0102,14256.0
2789.0,xshort,Instagram,590753.0,4.0,0.0834,224.95,0.0478,33295.0
2790.0,gregory54,Facebook,308254.0,7.0,0.0834,,0.0319,46190.0
2791.0,mcculloughedward,LinkedIn,305954.0,1.0,0.0834,408.93,0.0225,5096.0
2792.0,amanda20,LinkedIn,638310.0,1.0,,924.61,0.0485,43370.0
2793.0,ojenkins,Twitter,179312.0,2.0,0.0642,391.97,0.0386,12568.0
2794.0,brittanymorris,,443298.0,6.0,0.0986,284.36,0.044,
2795.0,gabriellashort,Instagram,306911.0,3.0,0.0834,540.02,0.0176,43178.0
2796.0,,LinkedIn,604068.0,4.0,0.0856,713.9,0.0131,45129.0
2797.0,cynthia50,Twitter,841740.0,4.0,0.0856,228.19,0.0115,39003.0
2798.0,shannon54,LinkedIn,,6.0,0.0834,224.95,0.0281,22329.0
2799.0,juliepayne,Instagram,422753.0,2.0,0.0642,382.74,0.0345,43868.0
2800.0,jennifersanchez,Facebook,884629.0,4.0,0.0834,933.25,0.011,22522.0
2801.0,sonya64,Facebook,609975.0,4.0,0.102,301.92,0.0105,28346.0
2802.0,jbonilla,LinkedIn,433863.0,1.0,0.0642,887.03,0.0499,40567.0
2803.0,brianna64,Facebook,844456.0,1.0,0.0642,666.13,0.041,7370.0
2804.0,patricknoble,,984854.0,5.0,0.0856,317.82,0.0156,24315.0
2805.0,perezjacqueline,LinkedIn,447476.0,1.0,0.0834,987.85,0.0191,7561.0
2806.0,michael65,LinkedIn,28247.0,2.0,,769.94,0.0273,32122.0
2807.0,taylornathan,LinkedIn,485924.0,3.0,0.0642,454.63,0.0464,9939.0
2808.0,,TikTok,863078.0,5.0,0.0642,893.81,0.0463,33476.0
2809.0,kevin80,TikTok,70776.0,,0.0642,670.27,0.044,39297.0
2810.0,krystal64,,796085.0,,0.102,753.84,0.0105,18929.0
2811.0,michaellopez,TikTok,627247.0,2.0,0.0986,916.32,0.0307,3937.0
2812.0,eriknelson,LinkedIn,980217.0,7.0,0.0856,933.92,0.0209,2902.0
2813.0,klee,Instagram,636740.0,1.0,0.0834,933.11,0.015,17450.0
2814.0,hellis,Facebook,622990.0,1.0,0.0642,164.09,,32721.0
,katiewolfe,Instagram,346928.0,,0.0856,374.56,0.0466,10658.0
2816.0,cody87,Instagram,890724.0,5.0,0.0834,,0.0426,44166.0
2817.0,ucooper,Facebook,847305.0,6.0,0.0986,384.1,0.0363,32450.0
2818.0,adam63,Twitter,121037.0,4.0,0.0642,209.6,0.0225,2626.0
2819.0,herbertallen,Facebook,583369.0,1.0,0.0834,555.48,0.0216,22420.0
2820.0,millerjill,LinkedIn,607477.0,7.0,0.0856,,0.0303,17363.0
2821.0,alvarezdanielle,Facebook,184601.0,3.0,0.0986,966.97,0.0103,45755.0
2822.0,karenbarron,,96860.0,6.0,0.0642,358.78,0.0411,44484.0
2823.0,browndarryl,Facebook,348762.0,3.0,0.0986,,0.0373,37072.0
2824.0,garciakatherine,Facebook,425320.0,3.0,0.102,682.47,0.0262,8646.0
2825.0,kimryan,Instagram,817776.0,7.0,0.0642,420.51,,40046.0
2826.0,georgeconnie,Twitter,439835.0,1.0,0.0642,617.25,0.019,25063.0
2827.0,smithmatthew,Twitter,718593.0,6.0,0.0642,408.93,0.0412,43232.0
2828.0,stephanie37,Facebook,477414.0,5.0,0.0856,651.18,0.0274,35040.0
2829.0,lopezsusan,Instagram,680247.0,6.0,0.102,692.69,0.0191,28778.0
2830.0,mariah21,TikTok,498489.0,6.0,0.0856,238.14,0.0436,40212.0
2831.0,stephen81,LinkedIn,42963.0,6.0,0.0856,897.3,0.03,30855.0
2832.0,johnsonroberto,Instagram,588377.0,2.0,0.0856,860.13,0.0147,
2833.0,kelly58,Instagram,275343.0,3.0,0.0986,411.29,0.0175,18963.0
2834.0,harrislisa,Facebook,402598.0,6.0,0.0856,284.36,0.021,
2835.0,whitedanielle,TikTok,729447.0,1.0,0.0856,162.16,0.0115,32719.0
2836.0,elizabethwade,Instagram,225765.0,3.0,0.0986,221.5,0.0385,31535.0
2837.0,marycrawford,Facebook,976326.0,,0.0642,615.99,0.0223,11336.0
2838.0,blakebell,Twitter,812277.0,5.0,0.0986,580.89,0.0397,46492.0
2839.0,ybrock,Instagram,415622.0,1.0,0.102,383.32,0.0105,36196.0
2840.0,angelarose,TikTok,470289.0,1.0,0.102,206.84,0.0381,
2841.0,,LinkedIn,937689.0,1.0,0.0856,594.15,0.0459,1676.0
2842.0,kristy65,Facebook,843888.0,7.0,0.0856,62.71,0.0405,34007.0
2843.0,,LinkedIn,866063.0,3.0,0.0642,714.36,0.0391,13776.0
2844.0,cooperpaul,Facebook,500323.0,6.0,0.0834,277.01,0.0147,30901.0
2845.0,brandon78,LinkedIn,270984.0,4.0,0.0642,,0.0318,19937.0
2846.0,millerrobert,LinkedIn,513601.0,,0.0834,938.98,,
,kimberly19,Facebook,,3.0,0.0642,257.67,0.0166,38283.0
2848.0,nathandouglas,Facebook,23946.0,7.0,0.102,546.44,0.0418,30374.0
2849.0,lisa30,Instagram,246905.0,3.0,0.102,384.1,0.0304,30410.0
2850.0,smithdanielle,Instagram,891543.0,1.0,0.102,703.39,0.0457,10869.0
2851.0,nperez,Facebook,476692.0,4.0,0.0642,516.5,0.0171,13088.0
2852.0,,Instagram,740077.0,1.0,0.0856,536.5,0.0311,35914.0
2853.0,fletcheralexis,Twitter,825026.0,3.0,0.102,285.16,0.0206,37351.0
2854.0,herbertallen,Twitter,144859.0,5.0,0.102,516.5,0.0434,18624.0
2855.0,baileykerry,Twitter,646023.0,3.0,0.0986,767.4,0.0136,34015.0
2856.0,katherine30,LinkedIn,166783.0,,0.0856,120.74,0.0122,1725.0
2857.0,nrodriguez,Instagram,388685.0,7.0,0.0642,283.03,0.0136,13761.0
2858.0,sparksshane,LinkedIn,3196.0,7.0,0.0986,550.71,0.0454,12033.0
2859.0,qthomas,TikTok,842453.0,1.0,0.102,110.12,0.0201,34875.0
2860.0,yhahn,Twitter,,5.0,0.0856,133.68,0.041,5816.0
,dmanning,Twitter,368194.0,3.0,0.0834,966.84,0.0206,12750.0
2862.0,markgray,TikTok,283192.0,6.0,0.102,967.5,0.0259,8664.0
2863.0,kaitlyn63,Instagram,792025.0,4.0,0.0834,85.1,0.048,15155.0
2864.0,aprilwilliams,Instagram,222951.0,4.0,0.0986,767.52,0.05,45634.0
2865.0,davistammy,Facebook,204619.0,6.0,0.0856,568.9,0.0303,6640.0
2866.0,jonesjerry,Twitter,397347.0,6.0,0.102,136.15,0.0222,27788.0
2867.0,vbrady,Instagram,371991.0,1.0,0.102,105.5,0.0175,
2868.0,gonzalezjulie,TikTok,635067.0,1.0,0.0986,933.25,0.0148,8360.0
2869.0,benjamin31,Twitter,857420.0,3.0,0.0834,212.36,0.0145,44091.0
2870.0,jenniferthornton,,835759.0,2.0,0.102,603.08,0.0287,9681.0
2871.0,thayes,LinkedIn,304350.0,3.0,0.0856,429.01,0.0471,19716.0
2872.0,,Twitter,329301.0,6.0,0.0986,696.43,0.0308,49515.0
,jose67,Facebook,469933.0,2.0,0.0856,296.14,0.0471,25854.0
2874.0,mnolan,LinkedIn,264056.0,5.0,,104.69,0.0342,5611.0
2875.0,lorettamorton,Facebook,552937.0,3.0,0.0856,933.25,0.0115,37102.0
2876.0,calhounrenee,LinkedIn,831423.0,4.0,0.0834,965.45,0.0102,36892.0
2877.0,websterchristina,Instagram,838668.0,2.0,0.0856,956.1,0.0316,27733.0
2878.0,jonathanreynolds,TikTok,861023.0,,0.0642,748.28,,12360.0
2879.0,tammy73,Facebook,435243.0,5.0,0.0986,991.41,0.0483,24889.0
2880.0,michaelgonzales,,15006.0,5.0,0.0856,986.41,0.0136,31913.0
2881.0,fosterjillian,Facebook,809474.0,6.0,0.0856,159.96,0.0227,14533.0
,qcannon,,376830.0,,0.0642,846.43,0.0225,5970.0
2883.0,ucooper,,992284.0,5.0,0.0834,53.62,0.0332,35602.0
2884.0,nicholasmontgomery,LinkedIn,382384.0,4.0,0.0834,364.3,0.0391,21173.0
2885.0,smack,LinkedIn,702482.0,1.0,0.0642,903.94,0.0174,
2886.0,debbieharris,TikTok,855615.0,6.0,0.0856,948.58,0.0119,42737.0
2887.0,jonesjerry,Twitter,833486.0,5.0,0.102,451.91,0.0354,28733.0
,irice,TikTok,529011.0,6.0,0.0642,989.88,0.0239,12714.0
2889.0,perryrichard,Facebook,146362.0,6.0,0.102,958.39,0.0331,4234.0
